商品[       150101]-[      6000183] ＊＊ 商品ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/04/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品CD,商品名ｶﾅ,商品名,商品名(略),商品名入力,相手先商品番号,JANｺｰﾄﾞ,大分類,中分類,課税区分,在庫管理,入荷残管理,売上残管理,入数,単位,標準在庫数,標準原価,定価,登録日,最終更新日,経理ｺｰﾄﾞ,科目名,仕入先ｺｰﾄﾞ,仕入先名,備考,仕様,種別コード,種別名,管理部署コード,管理部署名,棚番,品　名,軽減税率区分,平均売値,単重,分類１CD,分類１名,分類２CD,分類２名,分類３CD,分類３名,分類４CD,分類４名
4000510,トクチュウナカブクロ,特注中袋　フレスコ(80g・100g)用,特注中袋 ﾌﾚｽｺ(80g･10,入力する,,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,8.5,,2018/10/26,2024/9/20,     ,,1019,㈱タマヤ,1回のみの入荷予定(サンプル用),タマヤ/特注　フレスコ(80g・100g)用　256-00001,3,原材料,3,製造1課,,中袋,0 通常,,,,,,,,,,
4000511,アラビキチャ(トク),あらびき茶(特)047_100g_袋50351,あらびき茶(特) 100g(,入力する,47,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,378,1167,2018/11/10,2024/11/29,     ,,       ,,,100g、(袋:50351),1,製品,2,小売支援課,,原料 あらびき茶(特)-M,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
4000512,アラビキゲンマイチャ,あらびき玄米茶_100g_袋50351,あらびき玄米茶 100g,入力する,047/502,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,268.7,1167,2018/11/10,2024/12/7,     ,,       ,,Capoon様向け(小売商品と同じ),100g、(袋:50351),1,製品,2,小売支援課,,あらびき玄米茶,1 軽減税率,,,4,粉末,30,煎茶粉末-玄米粉末,2,M(無薬相当品),,
4000516,ハガキ,はがき(御礼状)上村用/新生社印刷,はがき(御礼状)上村用,入力する,,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,3.8,,2018/11/29,2024/11/14,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社/御礼状　上村用,3,原材料,1,卸課,,はがき,0 通常,,,,,,,,,,
4000520,リョクチャＴＢ４ｇ/,緑茶TB4g/30入加工,緑茶TB4g/30入加工,入力する,ﾎﾘｸﾞﾁｴﾝ,, 20 荷造り,  2 外注加工,1 外税,管理する,管理する,管理する,,,,2,,2018/12/12,2024/11/14,4426,外注費,1102,㈱堀口園,,堀口園/緑茶TB4g/30入加工,4,外注加工費,4,総務部,,外注加工,0 通常,,,,,,,,,,
4000521,チャックツキヒラブク,80g～100gチャック付平袋 新芽,80g~100gﾁｬｯｸ付平袋,入力する,10350,4933378083596, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,28,,2018/12/14,2024/9/24,4334,容器包装費,1010,㈱清和,Tea Company様向け,清和/80g～100g　新芽　10350,3,原材料,3,製造1課,,チャック付平袋,0 通常,,,,,,,,,,
4000522,カイソウヒンナイタイ,会葬品内袋　煎茶50g(袋:TF-1),会葬品内袋 煎茶50g(,入力する,,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,83.7,,2018/12/15,2024/11/14,     ,,       ,,,50g(袋:TF-1),2,半製品,1,卸課,,会葬品内袋、煎茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4000531,ギフトP2K02,缶ギフトP2K02 あらびき,ｷﾞﾌﾄP2K02,入力する,,4933378071968,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,693.38,2138,2021/3/22,2024/8/13,     ,,       ,,AmazonFBA向け,あらびき(特)60g×2,7,セット商品,2,小売支援課,,缶ギフト,1 軽減税率,,,,,,,,,,
4000532,ギフトP2K03,缶ギフトP2K03 あらびき・べにふうき,ｷﾞﾌﾄP2K03,入力する,,4933378071975,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,683.78,2138,2021/3/22,2024/3/28,     ,,       ,,AmazonFBA向け,あらびき(特)60g、べにふうき(粉末)60g,7,セット商品,2,小売支援課,,缶ギフト,1 軽減税率,,,,,,,,,,
4000533,ギフトP3K02,缶ギフトP3K02 あらびき,ｷﾞﾌﾄP3K02,入力する,,4933378071982,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,992.42,3138,2021/3/22,2024/8/13,     ,,       ,,AmazonFBA向け,あらびき(特)60g×3,7,セット商品,2,小売支援課,,缶ギフト,1 軽減税率,,,,,,,,,,
4000534,ギフトP3K03,缶ギフトP3K03 あらびき・べにふうき,ｷﾞﾌﾄP3K03,入力する,,4933378071999,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,982.88,3138,2021/3/22,2024/8/13,     ,,       ,,AmazonFBA向け,あらびき(特)60g×2、べにふうき(粉末)60g,7,セット商品,2,小売支援課,,缶ギフト,1 軽減税率,,,,,,,,,,
4000535,ギフトP2F01,袋ギフトP2F01 あらびきスティック,ｷﾞﾌﾄP2F01,入力する,,4933378072002,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,614.9,2263,2021/3/22,2024/8/13,     ,,       ,,AmazonFBA向け,あらびき(特)2g/20×2,7,セット商品,2,小売支援課,,袋ギフト,1 軽減税率,,,,,,,,,,
4000540,ギフトP4F01,袋ギフトP4F01 あらびき・ほうじ粉末,ｷﾞﾌﾄP4F01,入力する,,4933378072057,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,516.06,2263,2021/3/22,2024/8/13,     ,,       ,,AmazonFBA向け,あらびき(特)30g×2、ほうじ粉末30g×2,7,セット商品,2,小売支援課,,袋ギフト,1 軽減税率,,,,,,,,,,
4000541,ギフトP4F02,袋ギフトP4F02 あらびき・あらびき玄米,ｷﾞﾌﾄP4F02,入力する,,4933378072064,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,542.6,2263,2021/3/22,2024/8/13,     ,,       ,,AmazonFBA向け,あらびき(特)30g×2、あらびき玄米30g×2,7,セット商品,2,小売支援課,,袋ギフト,1 軽減税率,,,,,,,,,,
4000543,ギフトL2F05,袋ギフトL2F05 紅茶・ウーロン紅茶,ｷﾞﾌﾄL2F05,入力する,,4933378072088,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,636.6,1925,2021/3/22,2025/3/7,     ,,       ,,AmazonFBA向け,紅茶50g、ウーロン紅茶50g,7,セット商品,2,小売支援課,,袋ギフト,1 軽減税率,,,,,,,,,,
4000545,ＴＥＡＥＴシオリ,TEAET　しおり6折/新生社,TEAET しおり6折/新生,入力する,SS-10(ローズ),4933378083602, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,17.33,,2018/12/18,2024/11/14,4334,容器包装費,1075,㈲志布志新生社印刷,,新生社/(TEAET)6折　※ローズ,3,原材料,2,小売支援課,,パンフレット/小,0 通常,,,,,,,,,,
4000547,カイソウヒンナイタイ,会葬品内袋　煎茶50g(袋:10107用),会葬品内袋 煎茶50g(,入力する,,,  9 内袋,  1 お茶,1 外税,管理する,管理する,管理する,,,,95,,2018/12/24,2024/11/14,     ,,       ,,松和産業6806用,50g(袋:10107用),2,半製品,1,卸課,,会葬品内袋　煎茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
4000548,テサゲカートン,手さげカートン　志　切込付　13893,手さげｶｰﾄﾝ 志 切込付,入力する,13893,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,40.8,,2019/1/26,2024/11/14,4334,容器包装費,1010,㈱清和,,清和/　志　切込付　13893,3,原材料,1,卸課,,手さげカートン,0 通常,,,,,,,,,,
4000550,ＴＥＡＥＴハイブラン,TEAETハイブランド缶平型100gﾏｯﾄﾌﾞﾗｯｸ,TEAETﾊｲﾌﾞﾗﾝﾄﾞ缶平型1,入力する,,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,676,,2019/2/10,2024/11/14,4334,容器包装費,       ,,江東堂高橋製作所から納品,ファームステッド/TEAET　平100gマットブラック刻印無,3,原材料,2,小売支援課,,茶缶,0 通常,,,,,,,,,,
4000552,グリーンティー,グリーンティー 500g(MGFｸﾞﾗﾆｭｰ糖) K,ｸﾞﾘｰﾝﾃｨｰ 500g(MGFｸﾞﾗ,入力する,,4933378098712,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,159.28,300,2019/2/16,2024/9/24,     ,,       ,,グラニュー糖変更分,85:15(覚冨様),1,製品,2,小売支援課,,グリーンティー,1 軽減税率,,,4,粉末,31,お茶＋砂糖,5,慣行品(上記以外),,
4000553,ＴＥＡＥＴコホウソウ,TEAET個包装用一煎袋(緑茶ドリップ),TEAET個包装用一煎袋,入力する,,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,35,,2019/2/28,2024/9/24,4334,容器包装費,1025,㈱吉村,マイパケで作成,吉村/個包装用(緑茶ドリップ),3,原材料,2,小売支援課,,袋、一煎用,0 通常,,,,,,,,,,
4000558,フレーバーグリーンテ,ﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(大隅ゆず)TB 2gバラ,ﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(大隅ゆ,入力する,042/506,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,11.77,26.7,2019/3/4,2024/9/24,     ,,       ,,友和加工、ストックホルム東京様向け,2g、三角、ナイロンシャタグ付,2,半製品,2,小売支援課,,TEAETフレーグリーンティ大隅ゆず,1 軽減税率,,,2,ティーバッグ,21,TBフレーバーグリーンティ,2,M(無薬相当品),,
4000559,センチャ(ホシ)ＴＢ,煎茶(星)TB 2gバラ,煎茶(星)TB 2gﾊﾞﾗ,入力する,17,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,6.61,11.5,2019/3/4,2024/9/24,     ,,       ,,友和加工、ストックホルム東京様向け,2g、三角、ナイロンシャタグ付,2,半製品,2,小売支援課,,煎茶(星)-M,1 軽減税率,,,2,ティーバッグ,19,TB緑茶,2,M(無薬相当品),,
4000560,サンカクガイソウカコ,三角外装加工2gﾅｲﾛﾝｼｬﾀｸﾞ60×58,三角加工2gﾅｲﾛﾝｼｬﾀｸﾞ,入力する,ﾕｳﾜｻﾝｷﾞｮｳ,, 20 荷造り,  2 外注加工,1 外税,管理しない,管理する,管理する,,,,9.2,,2019/3/7,2024/11/14,4426,外注費,1026,友和産業㈱,ｽﾄｯｸﾎﾙﾑ向けTB→ｿﾗｼﾄﾞｴｱ向けTBの商品ｺｰﾄﾞ,友和/三角外装加工(2gナイロンシャタグ付)60×58,4,外注加工費,4,総務部,,外注加工,0 通常,,,,,,,,,,
4000561,ムジラベル,Mムジラベル55×43(ｱｰﾄ紙),Mムジラベル55×43,入力する,09498-5049,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,0.75,,2019/3/7,2024/11/14,4203,その他仕入,1058,㈱丸信,,丸信/55×43　09498-5049,3,原材料,2,小売支援課,,ムジラベル,0 通常,,,,,,,,,,
4000562,ムジラベル,Mムジラベル65×43(ｱｰﾄ紙),Mﾑｼﾞﾗﾍﾞﾙ65×43(ｱｰﾄ紙,入力する,09498-5050,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,0.9,,2019/3/7,2024/11/14,4203,その他仕入,1058,㈱丸信,,丸信/65×43　09498-5050,3,原材料,2,小売支援課,,ムジラベル,0 通常,,,,,,,,,,
4000563,ムジラベル,Mムジラベル85×60(ｱｰﾄ紙再剥離),Mﾑｼﾞﾗﾍﾞﾙ85×60,入力する,09498-5051,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,1.4,,2019/3/7,2024/11/14,4203,その他仕入,1058,㈱丸信,,丸信/85×60　09498-5051,3,原材料,2,小売支援課,,ムジラベル,0 通常,,,,,,,,,,
4000565,チャメイシール,茶銘シール　新茶　緑(1000枚入)/清和,茶銘ｼｰﾙ 新茶 緑(1000,入力する,12173,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,0.71,,2019/3/12,2024/9/24,4334,容器包装費,1010,㈱清和,,清和/新茶　緑　12173,3,原材料,1,卸課,,茶銘シール,0 通常,,,,,,,,,,
4000568,アマチャ,甘茶125_1kg_袋1093,甘茶 1kg,入力する,125,4933378098828,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,3542.5,6000,2019/3/28,2024/12/7,     ,,       ,,西廣寺特注(原田店売上),1kg(袋:1093),1,製品,2,小売支援課,,原料 甘茶-M,1 軽減税率,,,5,その他,39,甘茶-M,2,M(無薬相当品),,
4000570,ヒラブクロ２ホンヨウ,100g平袋2本用仕切　草,100g平袋2本用仕切 草,入力する,5097,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,9.29,,2019/4/4,2024/11/14,4334,容器包装費,1025,㈱吉村,,吉村/平袋2本用仕切　草　5097,3,原材料,2,小売支援課,,箱,0 通常,,,,,,,,,,
4000571,ヒラブクロ２．３ホン,100g平袋2・3本用箱(底)　草,100g平袋2･3本用箱(底,入力する,5095,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,14.65,,2019/4/4,2024/11/14,4334,容器包装費,1025,㈱吉村,,吉村/平袋2・3本用(底)　草　5095,3,原材料,2,小売支援課,,箱,0 通常,,,,,,,,,,
4000577,テンチャボウホウジチ,碾茶棒ほうじ茶パウダー116_4g_袋11489,碾茶棒ほうじ茶ﾊﾟｳﾀ,入力する,116,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,18.1,43.3,2019/4/16,2024/11/14,     ,,       ,,サンプル用,4g、(袋:11489),1,製品,2,小売支援課,,原料 碾茶棒ほうじ茶粉末-M,1 軽減税率,,,4,粉末,29,ほうじ茶粉末,2,M(無薬相当品),,
4000578,ソウギヨウホンタイ,M葬儀用本体 KOKORO,M葬儀用本体･仕切り K,入力する,09498-7042,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,52.5,,2019/4/23,2024/11/14,4334,容器包装費,1058,㈱丸信,,丸信/KOKORO　09498-7042,3,原材料,1,卸課,,会葬品箱,0 通常,,,,,,,,,,
4000579,チャックツキスタンド,チャック付スタンドパック 緑茶TB,ﾁｬｯｸ付ｽﾀﾝﾄﾞﾊﾟｯｸ 緑茶,入力する,7195,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,34.5,,2019/4/23,2024/9/24,4334,容器包装費,1025,㈱吉村,TB2g/20用,吉村/緑茶TB　7195,3,原材料,2,小売支援課,,チャック付スタンドパック,0 通常,,,,,,,,,,
4000580,サンカクポケットシー,三角ポケットシール＜2重タイプ＞,三角ﾎﾟｹｯﾄｼｰﾙ<2重ﾀｲﾌﾟ,入力する,18858,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,11.02,,2019/4/24,2024/9/24,4334,容器包装費,1010,㈱清和,,清和/三角　2重タイプ　500枚入 18858,3,原材料,1,卸課,,ポケットシール,0 通常,,,,,,,,,,
4000585,チャックツキキンギン,チャック付金銀雲竜ALスタンド金,ﾁｬｯｸ付金銀雲竜ALｽﾀﾝﾄ,入力する,11845,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,23.7,,2019/5/18,2024/9/24,4334,容器包装費,1010,㈱清和,,清和/金銀雲竜　金120×200　11845,3,原材料,3,製造1課,,チャック付ALスタンド袋,0 通常,,,,,,,,,,
4000588,チャックツキジョウチ,チャック付蒸着スタンド袋 黄緑,ﾁｬｯｸ付蒸着ｽﾀﾝﾄﾞ袋 黄,入力する,50357,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,34,,2019/5/22,2024/9/24,4334,容器包装費,1010,㈱清和,,清和/黄緑　50357,3,原材料,3,製造1課,,チャック付蒸着スタンド袋,0 通常,,,,,,,,,,
4000591,ホウジチャ(ハナ),ほうじ茶(華)030_300g_袋221,ほうじ茶(華) 300g,入力する,30,4933378098972,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,420.4,750,2019/5/30,2024/9/24,     ,,       ,,鹿児島鰻,300g、(袋:221),1,製品,2,小売支援課,,ほうじ茶(華),1 軽減税率,,,1,リーフ,7,ほうじ茶,5,慣行品(上記以外),,
4000592,ムジラベル,Mムジラベル50×30(ｱｰﾄ紙),Mﾑｼﾞﾗﾍﾞﾙ50×30(ｱｰﾄ紙,入力する,09498-5052,, 18 シ-ル,  1 資材,1 外税,管理する,管理する,管理する,,,,0.65,,2019/6/3,2024/11/14,4205,荷造包装費,1058,㈱丸信,,丸信/50×30　09498-5052,3,原材料,2,小売支援課,,ムジラベル,0 通常,,,,,,,,,,
4000595,チャックツキＡＬスタ,チャック付ALスタンド袋 160×230,ﾁｬｯｸ付ALｽﾀﾝﾄﾞ袋 160,入力する,10824,, 17 茶袋,  1 資材,1 外税,管理する,管理する,管理する,,,,26.6,,2019/6/8,2024/9/24,4334,容器包装費,1010,㈱清和,覚冨グリーンティ用,清和/160×230　10824,3,原材料,3,製造1課,,チャック付ALスタンド袋,0 通常,,,,,,,,,,
4000596,ウーロンブラックアマ,ウーロンブラック甘茶 1kg,ｳｰﾛﾝﾌﾞﾗｯｸ甘茶 1kg,入力する,108,4933378099078,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2042.5,4300,2019/6/20,2024/12/7,     ,,       ,,ノルウェー向け,1kg、(袋:1093),1,製品,2,小売支援課,,ウーロンブラック甘茶(並)-M,1 軽減税率,,,1,リーフ,17,ﾌﾚｰﾊﾞｰｳｰﾛﾝﾌﾞﾗｯｸﾃｨ,2,M(無薬相当品),,
4000597,ホウソウシワイド,包装紙ワイド(七宝柄)水色,包装紙ﾜｲﾄﾞ(七宝柄)水,入力する,58258,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,29,,2019/6/22,2024/11/14,4334,容器包装費,1010,㈱清和,W1-50用,清和/ワイド(七宝柄)水色　58258,3,原材料,1,卸課,,包装紙,0 通常,,,,,,,,,,
4000598,ホウソウシ,18112柄加工用包装紙(葉柄),18112柄加工用包装紙(,入力する,19112,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,23,,2019/6/22,2024/11/14,4334,容器包装費,1010,㈱清和,40-2用,清和/18112柄加工用(葉柄)　19112,3,原材料,1,卸課,,包装紙,0 通常,,,,,,,,,,
4000602,ソウギヨウホンタイ・,M 葬儀用本体・仕切り　凛,M 葬儀用本体･仕切り,入力する,09498-7043,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,49,,2019/7/5,2024/11/14,4334,容器包装費,1058,㈱丸信,,丸信/凛　09498-7043,3,原材料,1,卸課,,会葬品箱,0 通常,,,,,,,,,,
4000610,マッチャ(ナミ),抹茶(並)059_1kg(バルク),抹茶(並) 1kg(ﾊﾞﾙｸ),入力する,59,4933378099221,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,2225.5,3100,2019/8/16,2024/9/24,     ,,       ,,メキシコ用,1kg単価、バルク,1,製品,2,小売支援課,,抹茶(並)、海外用,1 軽減税率,,,4,粉末,27,抹茶,5,慣行品(上記以外),,
4000611,ホウジチャ,ほうじ茶031_1kg(バルク),ほうじ茶 1kg(ﾊﾞﾙｸ),入力する,31,4933378099238,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,858.5,800,2019/8/16,2024/9/24,     ,,       ,,メキシコ用,1kg単価、バルク,1,製品,2,小売支援課,,秋冬番茶ほうじ、海外用,1 軽減税率,,,1,リーフ,7,ほうじ茶,5,慣行品(上記以外),,
4000612,フレーバーグリーンテ,ﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(大隅ゆず) 1kg_袋1093,ﾌﾚｰﾊﾞｰｸﾞﾘｰﾝﾃｨ(大隅ゆ,入力する,042/506,4933378099245,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,3474.7,8800,2019/9/2,2024/12/7,     ,,       ,,ルパルドゥザ(フランス)向け,1kg(袋:1093),1,製品,2,小売支援課,,TEAETフレーバーグリーンティ大隅ゆず,1 軽減税率,,,1,リーフ,14,フレーバーグリーンティ,2,M(無薬相当品),,
4000613,カタダン(Ｂダン),M片段(B段)800mm×30m,M片段(B段)800mm×30m,入力する,09498-105,, 20 荷造り,  1 資材,1 外税,管理する,管理する,管理する,,,,2670,,2019/9/7,2024/11/14,4205,荷造包装費,1058,㈱丸信,,,3,原材料,2,小売支援課,,M片段(B段)800mm×30m,0 通常,,,,,,,,,,
4000614,フンサイチャ,粉砕茶A-1 500g,粉砕茶A-1 500g,入力する,133,4933378099252,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,307.5,800,2019/9/14,2024/9/24,     ,,       ,,ジェイフィールド/1回限り,500g(袋:222),1,製品,2,小売支援課,,番茶2.5号網切断-T,1 軽減税率,,,5,その他,,,,,,
4000622,コダマ(ロジ)キワミ,木魂(露地)極 50g,木魂(露地)極 50g,入力する,139,4933378099276,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,327.03,1500,2019/9/21,2024/9/24,     ,,       ,,日本茶アワード2019受賞茶,50g,1,製品,2,小売支援課,,木魂露地(極),1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
